pmid,paragraph,abstract,label,registry,trn
29980640,1,"To determine whether congenital arhinia/Bosma arhinia microphthalmia syndrome (BAMS) and facioscapulohumeral muscular dystrophy type 2 (FSHD2), 2 seemingly unrelated disorders both caused by heterozygous pathogenic missense variants in the SMCHD1 gene, might represent different ends of a broad single phenotypic spectrum associated with SMCHD1 dysfunction.",OBJECTIVE,NA,NA
29980640,2,We examined and/or interviewed 14 patients with FSHD2 and 4 unaffected family members with N-terminal SMCHD1 pathogenic missense variants to identify BAMS subphenotypes.,METHODS,NA,NA
29980640,3,None of the patients with FSHD2 or family members demonstrated any congenital defects or dysmorphic features commonly found in patients with BAMS. One patient became anosmic after nasal surgery and one patient was hyposmic; one man was infertile (unknown cause) but reported normal pubertal development.,RESULTS,NA,NA
29980640,4,"These data suggest that arhinia/BAMS and FSHD2 do not represent one phenotypic spectrum and that SMCHD1 pathogenic variants by themselves are insufficient to cause either of the 2 disorders. More likely, both arhinia/BAMS and FSHD2 are caused by complex oligogenic or multifactorial mechanisms that only partially overlap at the level of SMCHD1.",CONCLUSION,NA,NA
30006870,1,"The medical field is currently facing a physician-scientist shortage. One possible solution is to direct medical students towards a research oriented career. To do so, knowledge is needed on how to motivate medical students to do research. Therefore, this study examines motivation for research and identifies factors influencing intrinsic and extrinsic motivation for research among first-year medical students.",INTRODUCTION,NA,NA
30006870,2,"First-year medical students were surveyed at the beginning of their bachelor's program in 2016. On a 7-point Likert scale, students reported their motivation for research, self-efficacy, perceptions of research, curiosity, and need for challenge. Regression analyses were used to examine the influence of these factors on students' motivation for research.",METHODS,NA,NA
30006870,3,"Out of 316 approached students, 315 participated (99.7%). On average, students scored 5.49 on intrinsic, and 5.66 on extrinsic motivation for research. All factors measured influenced intrinsic and extrinsic motivation for research significantly and positively, also after adjusting for gender and age. Cumulative regression showed that these factors explained 39.6% of the variance in intrinsic, and 14% in extrinsic motivation for research.",RESULTS,NA,NA
30006870,4,"All factors play an important role in intrinsic and, to a lesser extent, extrinsic motivation for research. First-year medical students' motivation for research could be enhanced by stimulating positive self-efficacy beliefs, positive perceptions of research, and curiosity. Also, it is important to fulfil students' needs for challenge by stimulating them to actively conduct research. Thus, to catch students young and cultivate physician-scientists, students should be stimulated to engage in research from the beginning of medical training.",DISCUSSION,NA,NA
30018457,1,"Dietary intake of red and processed meat has been associated with disease risk. Since dietary intake assessment methods are prone to measurement errors, identifying biomarkers of meat intake in bio-samples could provide more valid intake estimates. We examined associations of habitual red and processed meat, poultry, fish, and dairy products consumption with plasma concentrations of anserine, carnosine, pi-methylhistidine (Π-MH), tau-methylhistidine (T-MH), and the ratio of T-MH to Π-MH in a cross-sectional study.",BACKGROUND/OBJECTIVES,NA,NA
30018457,2,"Plasma anserine, carnosine, Π-MH, and T-MH concentrations were measured using ion-pair LC-MS/MS in 294 participants in the second Bavarian Food Consumption Survey (BVS II). Habitual food consumption was assessed using three 24-h dietary recalls. Associations between plasma metabolites concentrations and meat, fish, eggs, and dairy products consumption were assessed by fitting generalized linear model, adjusted for age, sex, and BMI.",SUBJECTS/METHODS,NA,NA
30018457,3,"Total meat intake was associated with plasma concentrations of anserine, carnosine, Π-MH and, the ratio of T-MH to Π-MH. Red meat intake was related to carnosine (p-trend = 0.0028) and Π-MH plasma levels (p-trend = 0.0493). Poultry (p-trend = 0.0006) and chicken (p-trend = 0.0003) intake were associated with Π-MH. The highest anserine concentrations were observed in individuals consuming processed meat or turkey. For T-MH we did not observe any association with meat intake.",RESULTS,NA,NA
30018457,4,"Our results indicate an association between habitual meat consumption and plasma concentrations of anserine, carnosine, Π-MH and the ratio of T-MH to Π-MH. Intervention studies should clarify whether the analyzed plasma metabolites are indicative for a specific type of meat before proposing them as biomarkers of habitual meat intake in epidemiologic studies.",CONCLUSIONS,NA,NA
30033650,1,"The objective of this retrospective analysis was to describe the development and implementation of an anesthesiologist-led multidisciplinary committee to evaluate high-risk surgical patients in order to improve surgical appropriateness. The study was conducted in an anesthesia preoperative evaluation clinic at an academic comprehensive cancer center. One hundred sixty-seven high-risk surgical patients with cancer-related diagnoses were evaluated and discussed at a High-Risk Committee (HRC) meeting to determine surgical appropriateness and optimize perioperative care. The HRC is an anesthesiologist-led model for multidisciplinary review of high-risk patients developed at Roswell Park Comprehensive Cancer Center. The group of high-risk patients in which surgery was not performed had, on average, a greater percentage of hypertension, smoking history, dyspnea, heart failure, chronic obstructive pulmonary disease, diabetes, renal failure, and sleep apnea than the group in whom surgery was performed. Only one of 107 high-risk patients who had surgery died within the first 30 days after surgery. A smaller percentage of patients died in the group that had surgery versus the group in which surgery was canceled. For all patients discussed by the HRC, the mortality was less than 2% within the first 30 days after the HRC.",NA,NA,NA
30093973,1,"Proteins are routinely measured in clinical laboratories for diagnosis, prognosis and therapy monitoring. Nevertheless, both test improvements (performance) and innovations (biomarkers) are needed, and protein N-glycosylation offers a rich source of potential markers. Here, we have analyzed the total serum N-glycome in a matched case-control study (124 cases versus 124 controls) of colorectal cancer patients. The results were validated in an independent sample cohort (both 61 cases versus 61 controls) and further tested in post-operative samples of cured patients. Our results revealed significant differences between patients and controls, with increased size (antennae) and sialylation of the N-glycans in the colorectal cancer patient sera as compared to mainly di-antennary N-glycans in sera from controls. Furthermore, glycan alterations showed strong associations with cancer stage and survival: The five-year survival rate largely varied between patients with an altered serum N-glycome (46%) and an N-glycome similar to controls (87%). Importantly, the total serum N-glycome showed prognostic value beyond age and stage. This clinical glycomics study provides novel serum biomarker candidates and shows the potential of total serum N-glycans as a prognostic panel. Moreover, serum N-glycome changes reverted to a control-like profile after successful treatment as was demonstrated from pre- and post-operative samples.",NA,NA,NA
